User,Book_ID,Rating
24,174,10
24,172,10
24,115,10
24,201,9
24,28,8
24,65,9
24,93,10
25,188,10
25,52,7
25,59,7
25,18,5
25,69,5
25,118,7
25,156,10
25,70,10
25,184,8
25,63,10
25,165,9
25,125,9
25,57,9
25,72,10
25,58,6
25,124,9
25,74,6
25,73,6
25,134,6
25,133,5
25,77,7
25,123,9
25,114,7
25,57,7
25,65,7
25,67,10
25,7,7
25,93,9
25,120,5
25,122,6
25,137,8
26,12,7
26,6,8
26,192,8
26,204,5
26,57,5
26,47,7
26,149,8
26,82,7
26,200,7
26,160,8
26,148,3
26,83,5
26,152,7
26,149,5
26,186,6
26,27,7
26,113,8
26,6,10
26,80,5
26,117,6
26,65,5
26,138,5
26,75,7
26,125,5
29,83,10
29,78,10
29,95,6
29,34,10
29,85,8
29,24,7
29,126,9
29,25,8
29,192,10
29,208,8
29,88,8
29,206,7
29,102,7
29,104,5
29,84,10
29,86,10
29,122,10
29,37,10
29,39,10
29,158,7
29,95,7
29,155,7
29,89,8
29,88,8
29,151,7
29,160,10
29,156,10
29,159,9
29,161,10
29,16,10
29,153,5
29,80,7
29,121,10
29,29,10
29,162,8
29,66,10
29,90,8
29,179,7
29,81,7
29,82,8
31,195,10
31,33,9
31,204,10
31,66,8
31,92,9
31,163,9
31,160,10
31,208,10
31,1,9
31,177,10
31,190,10
31,73,10
31,183,10
31,138,10
31,118,9
31,184,10
31,142,9
31,176,9
31,71,5
31,122,8
31,61,9
31,34,10
31,18,10
31,182,10
31,93,5
31,175,10
31,179,10
31,47,8
31,187,10
31,107,9
31,42,10
31,43,9
31,154,10
31,194,10
31,47,10
31,196,10
31,170,10
31,157,9
31,128,10
31,114,9
31,69,10
31,45,10
31,189,10
31,193,8
31,174,8
31,193,9
31,183,9
31,171,9
31,30,9
31,184,9
31,200,8
31,82,10
31,91,10
31,119,10
31,2,9
31,43,9
31,181,9
31,193,10
31,9,9
31,24,8
31,15,10
31,6,7
31,54,10
31,42,8
31,130,8
31,188,6
31,47,9
31,201,5
31,23,10
31,182,8
31,164,9
31,150,10
31,169,10
31,166,10
31,200,8
31,105,10
31,135,10
31,168,10
31,166,9
31,173,9
31,178,9
31,167,9
31,175,10
31,48,8
31,175,10
31,141,10
31,35,10
31,180,5
31,191,8
31,122,7
31,188,10
31,67,10
31,199,9
31,185,9
31,199,9
31,163,9
31,162,9
31,11,5
31,182,10
31,10,10
31,208,10
31,69,9
31,192,10
31,64,9
31,211,9
34,3,9
34,4,10
34,11,10
34,15,8
34,7,10
34,16,8
34,140,10
34,176,10
34,207,10
34,14,8
34,143,10
34,10,10
34,164,10
34,12,10
34,143,10
34,148,10
34,145,10
34,149,10
34,209,10
34,139,10
34,146,10
34,141,10
34,55,10
34,211,10
34,104,10
34,9,10
34,210,10
34,14,10
34,208,10
34,142,10
34,110,10
44,127,8
44,62,8
44,12,10
44,118,10
44,179,9
44,157,5
44,94,10
44,76,10
44,96,7
44,111,8
44,83,8
44,88,10
44,41,8
44,102,10
44,102,7
44,210,9
44,52,10
44,56,6
44,105,8
44,202,8
44,141,3
44,74,8
44,12,9
44,57,10
44,118,8
44,95,8
44,74,10
44,149,10
44,155,10
44,74,10
44,166,10
44,107,10
44,44,10
44,13,8
44,53,10
44,50,10
44,148,7
44,48,10
44,151,10
44,59,10
44,165,10
44,69,7
44,59,6
44,58,5
44,47,10
44,169,7
44,59,10
44,101,8
44,150,9
44,152,9
44,51,8
44,108,9
44,205,5
44,89,6
44,154,7
44,153,8
44,158,10
44,42,10
44,45,10
44,17,10
44,43,10
44,154,9
44,76,5
44,49,10
44,69,9
44,55,10
44,54,8
44,143,8
44,65,9
44,156,8
44,46,10
44,87,10
44,61,4
44,60,9
44,14,6
44,58,8
44,150,5
44,144,10
47,11,9
47,157,8
47,129,9
47,144,9
47,156,9
47,139,8
47,51,9
47,159,6
47,2,9
47,111,10
47,166,9
47,167,9
47,170,8
47,83,6
47,7,5
47,57,6
47,162,8
47,155,9
47,164,8
47,15,9
47,161,8
47,165,7
47,117,8
47,160,4
47,163,8
47,170,9
47,180,8
47,154,9
47,94,10
47,65,10
47,158,9
47,56,10
47,195,9
47,156,10
47,93,10
47,176,10
48,196,8
48,40,8
48,167,9
48,122,10
48,174,10
48,159,7
48,118,10
48,1,10
48,60,8
48,16,5
48,54,6
48,37,10
48,2,9
48,62,8
48,12,9
48,17,8
48,83,10
48,10,7
48,128,10
48,131,8
48,4,9
48,98,7
48,18,9
48,11,8
48,170,8
48,169,7
48,154,9
48,67,8
48,51,7
48,9,7
48,208,4
48,47,6
48,156,10
48,43,10
48,164,9
48,28,7
48,197,8
48,210,7
48,90,8
48,14,8
48,51,10
48,145,7
48,113,10
48,116,8
48,177,10
48,122,10
48,34,9
48,20,9
48,58,10
48,124,8
48,206,10
48,34,10
48,66,9
48,10,7
48,78,7
48,19,6
48,41,9
48,68,10
48,129,10
48,66,10
48,4,9
48,199,10
48,93,10
48,125,9
48,178,10
48,63,7
48,24,10
48,182,9
48,210,9
48,144,10
48,101,9
48,37,7
48,109,10
48,59,7
48,11,7
48,143,5
48,204,10
48,198,3
48,43,7
48,35,8
48,11,10
48,170,10
48,58,10
48,156,10
48,31,8
48,37,7
48,175,8
48,24,8
48,141,8
48,48,8
48,57,8
48,178,7
48,22,7
48,164,9
48,208,9
48,170,8
48,43,10
48,124,8
48,31,8
48,151,9
48,155,10
48,24,10
48,166,10
48,168,10
48,167,10
48,37,10
48,44,10
48,132,10
48,5,8
49,182,7
49,176,5
49,75,5
49,27,5
49,119,6
49,73,3
49,50,2
49,91,3
49,81,3
49,115,1
49,97,5
49,54,8
49,108,6
49,106,2
49,24,7
49,67,9
49,201,6
49,20,2
49,104,2
49,187,8
49,95,7
49,93,6
49,81,6
49,166,1
49,74,7
49,155,5
49,173,6
49,53,9
49,103,1
49,55,6
49,101,4
49,107,6
49,191,1
49,172,7
49,116,5
49,96,8
52,11,10
52,145,10
52,159,8
52,192,10
52,189,6
52,12,9
52,142,6
52,173,6
52,170,8
52,157,8
52,157,8
52,62,7
52,61,7
52,2,7
52,124,6
52,137,5
52,72,6
52,203,9
52,34,6
52,165,7
52,172,10
52,113,9
52,8,8
52,11,6
52,128,6
52,178,10
52,146,8
52,165,7
52,98,8
52,138,8
52,29,6
52,154,8
52,115,8
52,5,8
52,123,7
52,140,7
52,40,5
52,150,10
52,63,7
52,196,7
52,145,9
52,185,7
52,193,8
52,160,6
52,116,8
52,14,9
52,51,10
52,140,8
52,150,8
52,118,7
52,40,10
52,88,7
52,171,6
52,83,5
52,157,6
52,82,7
52,79,7
52,12,8
52,47,8
52,207,8
52,127,10
52,137,6
52,154,9
52,130,8
52,155,10
52,143,7
52,204,6
52,177,6
52,142,7
52,154,7
52,96,5
52,153,10
52,162,8
52,151,6
52,86,7
52,2,8
52,182,9
52,168,9
52,194,6
52,10,8
52,6,8
52,140,7
52,131,8
52,135,5
52,13,7
52,32,8
52,147,7
52,17,8
52,169,9
52,56,7
52,161,7
52,36,8
52,180,5
52,162,5
52,64,7
52,159,6
52,133,8
52,120,9
52,22,10
52,73,10
52,132,6
52,92,7
52,184,8
52,118,8
52,174,8
52,69,8
52,64,9
52,127,6
53,189,6
53,44,8
53,6,6
53,186,8
53,66,9
53,145,8
53,196,8
53,111,10
53,99,8
53,99,5
53,79,7
53,45,5
53,23,9
53,24,6
53,82,8
53,149,7
53,130,8
53,145,10
53,207,5
53,69,8
53,2,7
53,26,9
53,66,10
53,83,10
53,201,9
53,4,9
53,57,9
53,178,9
53,99,7
53,3,9
53,25,9
53,46,8
53,203,5
53,106,8
53,82,8
53,154,9
53,1,9
53,49,2
53,154,7
53,44,8
53,28,9
53,124,1
53,201,5
53,25,9
53,167,9
53,77,3
53,57,10
53,75,8
53,28,10
53,22,7
53,184,7
53,132,8
53,79,5
53,82,5
57,167,8
57,144,8
57,158,9
57,40,10
57,160,8
57,102,8
57,179,6
57,13,2
57,163,6
57,161,5
57,180,10
57,104,3
57,189,7
57,121,8
57,116,8
57,165,8
57,47,7
57,173,9
57,123,7
57,155,8
57,74,9
57,123,7
57,134,8
57,111,8
57,25,8
57,95,8
57,89,8
57,50,8
57,114,6
57,153,8
57,21,8
57,140,3
57,96,9
57,68,10
57,167,8
57,159,7
57,164,10
57,187,8
57,140,4
57,168,8
57,153,8
57,203,9
57,57,10
57,28,10
57,195,5
57,92,10
57,164,9
59,180,5
59,181,9
59,20,9
59,200,8
59,54,5
59,77,10
59,50,8
59,2,10
59,27,9
59,6,6
59,75,4
59,186,9
59,120,8
59,183,10
59,46,7
59,23,10
59,176,10
59,7,10
59,62,8
59,50,10
59,127,8
59,109,9
59,128,9
59,121,8
59,178,8
59,21,8
59,195,7
59,48,8
59,39,6
59,105,8
59,135,9
59,38,10
59,47,8
59,105,1
59,97,10
59,204,8
59,19,7
59,153,10
59,182,3
59,144,7
59,59,9
60,158,10
60,145,9
60,209,8
60,79,9
60,151,8
60,207,8
60,69,10
60,3,7
60,197,9
60,206,9
60,171,10
60,178,10
60,55,7
60,106,10
60,54,9
60,4,7
60,208,9
60,39,10
60,19,8
60,153,6
60,204,10
60,205,7
60,167,8
60,183,10
63,85,8
63,82,10
63,92,8
63,144,8
63,211,9
63,49,8
63,204,8
63,145,7
63,154,7
63,47,9
63,109,8
63,110,8
63,188,8
63,131,9
63,118,6
63,127,10
63,131,9
63,195,6
63,164,8
63,63,8
63,95,8
63,23,8
63,62,10
63,128,7
63,202,8
63,163,8
63,152,7
63,164,7
63,64,6
63,75,9
63,9,9
63,102,10
63,94,8
63,76,7
63,98,8
63,34,8
63,76,9
63,144,9
63,29,7
63,108,8
63,43,6
63,38,8
63,30,6
63,39,9
63,19,10
63,86,7
63,40,9
63,37,7
63,113,8
63,41,7
63,24,7
63,126,8
63,78,7
63,112,9
63,11,8
63,151,9
63,177,6
63,171,7
63,94,9
63,140,6
63,43,8
63,201,8
63,22,9
63,10,8
63,205,8
63,61,8
63,130,7
63,62,6
63,149,9
63,145,8
63,197,8
63,171,7
63,210,8
63,17,6
63,171,6
63,34,6
63,99,6
63,83,9
63,192,6
63,133,8
63,35,7
63,87,9
63,130,8
63,136,7
63,161,7
63,76,7
63,158,9
63,33,8
63,208,8
63,74,8
63,77,8
63,124,7
63,106,9
63,78,7
63,139,8
63,165,7
63,137,7
63,13,8
63,169,8
63,53,8
63,103,8
63,99,6
63,110,8
63,80,9
63,164,9
63,120,7
63,26,10
63,5,9
63,124,8
63,177,7
63,127,8
63,28,8
63,205,7
63,30,7
63,20,9
63,4,7
63,143,7
63,132,7
63,15,9
63,124,7
63,143,7
63,189,8
63,122,7
63,27,8
63,96,8
63,195,7
63,126,7
63,29,8
63,175,7
63,159,7
63,205,7
63,90,8
63,178,8
63,94,8
63,83,7
63,131,9
63,168,9
63,181,8
63,180,8
63,176,7
63,168,8
63,203,6
63,86,8
63,16,8
63,198,7
63,51,9
63,98,10
63,26,10
63,117,8
63,25,8
63,75,9
63,68,8
63,142,9
63,20,10
63,126,6
63,26,9
63,168,9
63,21,7
63,198,8
63,173,6
63,56,7
63,189,7
63,127,10
63,67,8
63,101,9
63,11,8
63,149,9
63,39,10
63,77,7
63,159,10
63,175,10
63,30,7
63,184,7
63,185,8
63,200,7
63,13,8
63,84,8
63,187,9
63,16,10
63,39,8
63,99,9
63,38,8
63,187,7
63,95,8
63,186,8
63,205,6
63,8,9
63,125,7
63,173,10
63,193,8
63,27,8
63,124,7
63,40,9
63,163,8
63,57,7
63,73,8
63,33,9
63,133,8
63,51,9
63,42,6
63,19,8
63,180,7
63,65,6
63,173,7
63,179,8
63,63,8
63,53,8
63,58,9
63,67,7
63,39,9
63,144,7
63,46,7
63,86,8
63,90,6
63,133,6
63,118,6
63,84,7
63,117,6
69,108,9
69,144,10
69,124,10
69,119,10
69,125,10
69,159,10
69,109,10
69,118,5
69,14,10
69,163,10
69,11,7
69,177,7
69,105,7
69,94,10
69,119,10
69,135,10
69,148,9
69,98,10
69,142,10
69,145,10
69,160,10
69,42,10
69,111,10
69,104,6
69,148,9
69,160,6
69,103,8
69,173,10
69,133,10
69,140,9
69,134,9
69,114,10
69,149,9
69,3,10
69,110,10
69,133,10
69,84,6
69,23,2
69,123,8
69,96,10
69,134,10
69,159,7
69,95,8
69,157,9
69,113,10
69,106,10
69,166,10
69,109,8
69,120,10
69,206,8
69,85,10
69,95,10
69,115,10
69,122,10
69,143,10
69,144,9
69,61,10
69,146,3
69,110,10
69,118,10
69,3,10
69,66,10
69,39,10
69,154,3
69,31,10
69,72,10
69,13,10
69,168,10
69,141,10
69,60,10
69,83,10
69,30,10
69,168,10
69,117,10
69,105,7
69,188,6
69,28,7
69,79,10
69,152,7
69,120,10
69,27,10
69,136,10
69,147,8
69,14,10
69,119,10
69,75,10
69,107,10
69,129,10
69,127,10
71,177,7
71,186,6
71,180,9
71,174,8
71,110,9
71,6,8
71,97,8
71,176,8
71,188,9
71,187,9
71,178,7
71,87,9
71,9,8
71,99,7
71,71,9
71,188,9
71,105,8
71,117,8
71,190,8
71,91,8
71,17,7
71,106,7
71,10,7
71,117,8
71,180,8
71,75,7
71,193,7
71,82,9
71,171,6
71,76,8
71,139,7
71,193,9
71,188,9
71,77,10
71,171,7
71,179,8
71,172,8
71,123,8
71,57,8
71,82,7
71,27,8
71,156,9
71,187,8
71,108,8
71,33,9
71,178,7
71,105,8
71,6,7
71,197,9
71,153,8
71,156,9
71,110,8
71,163,7
71,194,10
71,134,8
71,182,7
71,133,10
71,150,6
71,156,9
71,32,8
71,191,7
71,109,8
71,124,9
71,192,8
71,54,10
71,30,9
71,105,8
71,4,7
71,106,8
71,191,5
71,198,8
71,200,7
71,169,8
71,38,9
71,184,8
71,90,9
71,103,8
71,184,7
71,178,9
71,177,9
73,19,9
73,66,9
73,173,10
73,74,7
73,163,10
73,102,10
73,106,8
73,73,8
73,206,10
73,118,10
73,91,9
73,1,8
73,163,10
73,208,10
73,11,10
73,12,9
73,18,10
73,125,10
73,5,8
73,102,9
73,202,10
73,64,8
73,43,7
73,158,10
73,89,8
73,184,8
73,79,10
73,207,10
73,172,10
73,74,10
73,209,9
73,33,9
73,174,9
73,187,9
73,15,10
73,176,10
73,8,10
73,209,10
73,209,10
73,210,10
73,95,9
73,175,8
73,49,10
73,63,10
73,187,5
73,13,10
73,175,10
73,59,10
73,199,7
73,52,9
73,151,10
73,163,10
73,58,9
73,202,7
73,25,10
76,15,8
76,8,8
76,67,8
76,64,9
76,62,8
76,139,7
76,146,7
76,166,9
76,63,5
76,3,8
76,131,6
76,150,8
76,65,7
76,39,9
76,68,8
76,159,7
76,121,6
76,133,9
76,69,8
76,1,7
78,117,8
78,123,9
78,123,9
78,154,8
78,193,8
78,153,8
78,203,9
78,107,7
78,152,10
78,106,10
78,71,9
78,122,8
78,71,8
78,108,8
78,185,9
78,73,7
78,111,7
78,129,8
78,136,8
78,118,10
78,202,10
78,151,7
78,174,10
78,184,10
78,135,9
78,170,8
78,196,7
78,78,8
78,185,8
78,50,8
78,153,6
78,177,8
78,183,7
78,170,9
78,134,8
78,133,8
78,116,9
78,102,7
78,85,7
78,123,10
78,89,9
78,59,10
78,148,10
78,169,7
78,126,7
78,23,8
78,106,7
78,175,8
78,162,8
78,88,4
78,156,10
78,38,7
78,211,8
78,125,8
78,89,7
78,132,7
78,103,10
78,71,10
78,65,9
78,179,10
78,153,10
78,211,10
78,172,10
78,52,8
83,206,7
83,162,7
83,115,7
83,116,9
83,5,9
83,205,8
83,86,6
83,17,10
83,106,9
83,13,9
83,203,9
83,202,9
83,86,7
83,68,9
83,156,8
83,194,9
83,190,9
83,178,7
83,148,7
83,195,9
83,103,9
83,184,8
83,204,7
83,185,10
83,40,10
90,118,8
90,62,9
90,32,8
90,114,8
90,115,8
90,33,8
90,34,8
90,158,10
90,35,5
90,208,6
90,202,3
90,32,5
90,33,5
90,149,5
90,15,7
90,154,7
90,77,8
90,167,8
90,210,7
90,21,7
90,30,7
90,25,5
90,24,5
90,206,5
90,77,5
90,15,5
90,158,5
90,29,5
90,46,5
90,106,5
90,150,5
90,41,5
90,100,5
90,34,7
90,72,5
90,170,5
92,96,5
92,64,7
92,118,8
92,107,5
92,66,7
92,97,3
92,206,7
92,94,7
92,40,7
92,39,6
92,59,6
92,53,7
92,159,7
92,97,6
92,98,8
92,59,10
92,62,10
92,61,10
92,99,8
92,65,10
92,95,9
92,8,8
92,152,10
92,93,10
92,63,6
92,132,9
93,31,6
93,105,3
93,108,8
93,73,3
93,23,4
93,107,4
93,207,10
93,122,10
93,4,6
93,112,10
93,179,5
93,124,6
93,25,7
93,59,5
93,2,10
93,162,8
93,105,7
93,119,8
93,110,6
93,85,10
93,90,10
93,89,5
93,144,9
93,98,4
93,1,10
93,117,5
93,19,6
93,89,6
93,118,8
93,116,7
93,28,6
93,97,5
93,29,7
93,120,9
93,99,7
93,101,7
93,91,8
93,86,8
94,162,8
94,127,9
94,148,10
94,133,9
94,117,10
94,113,9
94,130,7
94,141,8
94,124,8
94,2,10
94,26,10
94,66,7
94,140,9
94,65,6
94,77,9
94,98,8
94,157,10
94,131,9
94,135,8
94,159,8
94,82,10
94,142,10
94,136,8
94,159,9
94,150,10
94,84,8
99,195,8
99,38,8
99,123,9
99,121,5
99,45,6
99,118,7
99,71,9
99,101,7
99,18,8
99,189,8
99,25,8
99,102,9
99,103,8
99,126,9
99,72,8
99,20,8
99,60,9
99,112,9
99,18,8
99,104,9
99,100,9
99,2,5
99,173,10
99,124,10
99,204,7
99,132,10
99,40,9
99,19,10
99,197,10
99,122,10
99,21,9
99,97,10
99,27,10
99,2,10
99,26,9
99,66,10
99,15,8
99,120,5
99,22,5
99,119,5
99,108,4
99,116,8
99,115,8
99,114,9
99,69,8
99,59,8
99,58,8
99,156,8
99,144,6
99,125,10
99,154,9
99,127,10
99,129,9
99,128,8
99,131,9
99,133,7
99,126,9
99,175,9
99,130,10
99,143,9
99,82,10
99,22,6
99,65,8
99,153,9
99,167,8
99,134,10
99,99,8
99,23,7
99,29,8
99,28,9
99,64,8
101,100,7
101,42,8
101,87,8
101,108,10
101,43,9
101,85,7
101,167,8
101,126,8
101,111,8
101,32,9
101,33,8
101,167,8
101,146,10
101,63,8
101,102,8
101,150,10
101,32,8
101,47,9
101,66,9
101,68,9
101,61,9
101,94,9
101,204,7
101,28,7
101,6,9
101,45,8
101,128,8
101,101,8
101,44,8
101,66,8
101,60,10
101,172,7
101,193,9
101,29,7
101,39,7
101,60,6
103,105,5
103,159,7
103,81,7
103,85,9
103,74,7
103,18,9
103,135,5
103,29,9
103,77,3
103,80,1
103,209,7
103,108,7
103,197,9
103,19,7
103,150,5
103,79,7
103,105,7
103,5,6
103,76,7
103,47,2
103,187,7
103,37,6
103,180,4
103,127,6
103,42,6
103,200,8
103,109,5
103,140,7
103,85,3
103,9,1
103,84,5
103,144,8
103,82,8
105,74,10
105,84,10
105,126,4
105,207,5
105,60,3
105,101,9
105,107,9
105,106,6
105,208,7
105,111,7
105,100,7
105,104,9
105,55,8
105,120,8
105,203,7
105,194,10
105,115,8
105,105,8
105,131,5
105,98,7
105,139,7
105,108,8
105,156,5
105,14,5
109,75,7
109,75,8
109,133,9
109,133,8
109,130,9
109,79,7
109,132,7
109,81,7
109,85,8
109,86,8
109,187,9
109,76,7
109,99,8
109,35,8
109,79,8
109,95,8
109,18,8
109,74,8
109,131,8
109,146,8
109,172,8
109,78,8
109,90,8
109,135,7
109,93,7
109,174,7
109,25,5
109,18,8
109,73,8
109,60,10
110,150,9
110,175,9
110,56,10
110,176,8
110,161,6
110,174,10
110,173,9
110,172,10
110,171,9
110,170,8
110,132,7
110,169,6
110,161,10
110,148,10
110,162,10
110,160,9
110,163,9
110,133,10
110,73,8
110,168,7
110,192,6
110,20,10
110,188,10
110,201,6
110,7,7
110,176,9
110,101,6
110,165,7
110,166,10
110,156,8
110,158,10
110,157,9
110,155,8
110,159,8
110,152,8
110,154,8
110,147,8
110,153,8
110,9,2
110,142,7
110,179,7
110,180,8
113,156,10
113,66,9
113,97,8
113,156,8
113,88,10
113,184,8
113,118,9
113,102,6
113,167,9
113,71,9
113,148,5
113,34,8
113,183,8
113,91,7
113,85,9
113,12,7
113,9,8
113,1,10
113,93,9
113,77,7
113,10,7
113,194,5
113,17,7
113,34,6
113,99,7
113,94,9
113,122,8
113,31,6
113,172,7
113,41,7
113,87,9
113,71,8
113,174,7
113,192,5
113,182,9
113,117,9
113,174,9
113,90,7
113,163,4
113,105,10
113,183,9
113,102,7
113,37,9
113,21,10
113,31,9
113,60,9
113,102,6
113,67,7
113,74,8
113,99,7
113,39,7
113,49,9
113,108,8
113,152,9
113,186,8
113,160,9
113,88,8
113,190,6
113,29,8
113,153,8
113,153,9
113,151,9
113,154,2
113,42,7
113,101,9
113,191,10
113,87,8
113,184,6
113,186,9
113,89,8
113,102,10
113,92,9
113,89,10
113,206,10
113,20,10
113,181,9
113,185,10
113,188,10
113,187,9
113,77,10
113,19,10
113,12,10
113,150,8
113,180,10
113,156,8
115,173,4
115,206,5
115,8,10
115,7,10
115,6,10
115,4,10
115,5,10
115,60,10
115,11,7
115,15,8
115,154,5
115,27,8
115,2,10
115,10,8
115,83,5
115,19,8
115,209,10
115,111,8
115,205,8
115,211,5
115,201,10
115,9,8
115,202,8
115,1,9
115,81,5
115,152,5
115,204,5
115,197,5
115,203,5
115,195,9
118,54,8
118,202,6
118,122,7
118,121,10
118,147,8
118,125,9
118,203,8
118,41,7
118,31,8
118,102,8
118,46,9
118,131,8
118,120,8
118,11,8
118,57,8
118,2,10
118,166,8
118,154,8
118,18,8
118,55,8
118,69,9
118,45,10
118,43,8
118,48,8
118,40,9
118,47,10
118,41,9
118,44,9
118,39,9
118,2,9
118,186,9
118,207,7
118,78,5
118,77,9
118,37,8
118,56,10
118,48,7
118,118,9
118,46,10
118,139,8
118,61,9
118,42,10
118,45,10
118,130,9
118,197,8
118,56,10
118,193,10
118,153,8
118,170,8
118,113,8
118,60,7
118,152,7
118,10,8
118,164,7
118,201,8
118,123,8
118,205,7
118,33,8
118,71,8
118,208,9
118,154,8
118,189,8
118,127,8
118,24,8
118,181,7
118,211,8
118,90,7
118,36,8
118,37,8
118,60,9
118,38,9
118,55,9
118,34,9
118,159,7
118,211,8
